FIGHTER_ID,FIRST,LAST,NICKNAME,URL
93fe7332d16c6ad9,Tom,Aaron,,http://ufcstats.com/fighter-details/93fe7332d16c6ad9
15df64c02b6b0fde,Danny,Abbadi,The Assassin,http://ufcstats.com/fighter-details/15df64c02b6b0fde
59a9d6dac61c2540,Nariman,Abbasov,Bayraktar,http://ufcstats.com/fighter-details/59a9d6dac61c2540
b361180739bed4b0,David,Abbott,Tank,http://ufcstats.com/fighter-details/b361180739bed4b0
3329d692aea4dc28,Hamdy,Abdelwahab,The Hammer,http://ufcstats.com/fighter-details/3329d692aea4dc28
841695e02c99a521,Mansur,Abdul-Malik,,http://ufcstats.com/fighter-details/841695e02c99a521
2f5cbecbbe18bac4,Shamil,Abdurakhimov,Abrek,http://ufcstats.com/fighter-details/2f5cbecbbe18bac4
c0ed7b208197e8de,Hiroyuki,Abe,Abe Ani,http://ufcstats.com/fighter-details/c0ed7b208197e8de
5140122c3eecd307,Daichi,Abe,,http://ufcstats.com/fighter-details/5140122c3eecd307
c9f6385af6df66d7,Papy,Abedi,Makambo,http://ufcstats.com/fighter-details/c9f6385af6df66d7
aa6e591c2a2cdecd,Ricardo,Abreu,Demente,http://ufcstats.com/fighter-details/aa6e591c2a2cdecd
7279654c7674cd24,Klidson,Abreu,White Bear,http://ufcstats.com/fighter-details/7279654c7674cd24
f689bd7bbd14b392,Cyborg,Abreu,,http://ufcstats.com/fighter-details/f689bd7bbd14b392
1c5879330d42255f,Daniel,Acacio,,http://ufcstats.com/fighter-details/1c5879330d42255f
989b85f6540c86b1,John,Adajar,The Outlaw,http://ufcstats.com/fighter-details/989b85f6540c86b1
2620f3eb21c79614,Scott,Adams,,http://ufcstats.com/fighter-details/2620f3eb21c79614
83b00f7597e5ac83,Juan,Adams,The Kraken,http://ufcstats.com/fighter-details/83b00f7597e5ac83
a77633a989013265,Anthony,Adams,Sugafoot,http://ufcstats.com/fighter-details/a77633a989013265
79cb2a690b9ba5e8,Zarrukh,Adashev,The Lion,http://ufcstats.com/fighter-details/79cb2a690b9ba5e8
1338e2c7480bdf9e,Israel,Adesanya,The Last Stylebender,http://ufcstats.com/fighter-details/1338e2c7480bdf9e
0e9869d712e81f8f,Sam,Adkins,The Experience,http://ufcstats.com/fighter-details/0e9869d712e81f8f
7a846fcbf182a7c8,Mohamed,Ado,,http://ufcstats.com/fighter-details/7a846fcbf182a7c8
ebc5af72ad5a28cb,Nick,Agallar,,http://ufcstats.com/fighter-details/ebc5af72ad5a28cb
a08ddd04eaffd81d,Mariya,Agapova,Money Mashka,http://ufcstats.com/fighter-details/a08ddd04eaffd81d
26f4288e83188c61,Kantharaj,Agasa,Kannadiga,http://ufcstats.com/fighter-details/26f4288e83188c61
44aa652b181bcf68,Marcelo,Aguiar,,http://ufcstats.com/fighter-details/44aa652b181bcf68
501821d7fb7b95c1,Fabio,Aguiar,,http://ufcstats.com/fighter-details/501821d7fb7b95c1
6cadc0a0ba7dc015,Edwin,Aguilar,Tigre,http://ufcstats.com/fighter-details/6cadc0a0ba7dc015
8f382b3baa954d2a,Jessica,Aguilar,Jag,http://ufcstats.com/fighter-details/8f382b3baa954d2a
cf946e03ba2e7666,Kevin,Aguilar,Angel of Death,http://ufcstats.com/fighter-details/cf946e03ba2e7666
c051c2e12d692b8a,Jesus,Aguilar,,http://ufcstats.com/fighter-details/c051c2e12d692b8a
ae071698e1a3ccd4,Christian,Aguilera,The Beast,http://ufcstats.com/fighter-details/ae071698e1a3ccd4
0978385b2bd9ef9b,Nick,Aguirre,Slick,http://ufcstats.com/fighter-details/0978385b2bd9ef9b
b2efa582adf73604,,Agulali,,http://ufcstats.com/fighter-details/b2efa582adf73604
ff584c17bccbae0b,Ahejiang,Ailinuer,,http://ufcstats.com/fighter-details/ff584c17bccbae0b
9e3dbb9c68ed5d1a,Mike,Aina,Iron,http://ufcstats.com/fighter-details/9e3dbb9c68ed5d1a
49dea784f6cfed71,Ashiek,Ajim,Peak Physique,http://ufcstats.com/fighter-details/49dea784f6cfed71
2eada40ac8801559,Hitomi,Akano,Girlfight Monster,http://ufcstats.com/fighter-details/2eada40ac8801559
16690d100f995f8f,Omari,Akhmedov,Wolverine,http://ufcstats.com/fighter-details/16690d100f995f8f
b0550072e5f0afa7,Yoshihiro,Akiyama,,http://ufcstats.com/fighter-details/b0550072e5f0afa7
1fc64507a0cb38cf,Rostem,Akman,,http://ufcstats.com/fighter-details/1fc64507a0cb38cf
38b50fd1e1b5b656,Razak,Al-Hassan,,http://ufcstats.com/fighter-details/38b50fd1e1b5b656
597499ac7a5aac62,Abdul-Kareem,Al-Selwady,Pride of Palestine,http://ufcstats.com/fighter-details/597499ac7a5aac62
1cf1310684a841f5,Mostapha,Al-Turk,,http://ufcstats.com/fighter-details/1cf1310684a841f5
7578cc6bd750206b,Herdem,Alacabek,,http://ufcstats.com/fighter-details/7578cc6bd750206b
2144954270be834d,Javi,Alanis,,http://ufcstats.com/fighter-details/2144954270be834d
1897b7b913736a7c,,Alatengheili,The Mongolian Knight,http://ufcstats.com/fighter-details/1897b7b913736a7c
6d35bf94f7d30241,Amir,Albazi,The Prince,http://ufcstats.com/fighter-details/6d35bf94f7d30241
9b28292abe3166d5,Brett,Albee,,http://ufcstats.com/fighter-details/9b28292abe3166d5
7bd94b60d7521e4a,John,Albert,Prince,http://ufcstats.com/fighter-details/7bd94b60d7521e4a
c482c8605455a213,Junior,Albini,Baby,http://ufcstats.com/fighter-details/c482c8605455a213
184b955181bdef52,Wes,Albritton,,http://ufcstats.com/fighter-details/184b955181bdef52
e76d9f656ceb82ab,Aleksandra,Albu,Stitch,http://ufcstats.com/fighter-details/e76d9f656ceb82ab
dd1b90eea08887f6,Israel,Albuquerque,,http://ufcstats.com/fighter-details/dd1b90eea08887f6
39f62b833e4cf126,Juan,Alcain,,http://ufcstats.com/fighter-details/39f62b833e4cf126
2f95a3c6d58b2aad,Iuri,Alcantara,Marajo,http://ufcstats.com/fighter-details/2f95a3c6d58b2aad
7c6e87729e824ef4,Ildemar,Alcantara,Marajo,http://ufcstats.com/fighter-details/7c6e87729e824ef4
1e38bba6738b7b10,Alfonso,Alcarez,,http://ufcstats.com/fighter-details/1e38bba6738b7b10
d26934530dc5b248,Gilbert,Aldana,El Peligro,http://ufcstats.com/fighter-details/d26934530dc5b248
578ef12674df1e6a,Irene,Aldana,,http://ufcstats.com/fighter-details/578ef12674df1e6a
c487223b0289bda9,Hector,Aldana,,http://ufcstats.com/fighter-details/c487223b0289bda9
7460ddef986d3144,Jose,Alday,Pochito,http://ufcstats.com/fighter-details/7460ddef986d3144
d0f3959b4a9747e6,Jose,Aldo,,http://ufcstats.com/fighter-details/d0f3959b4a9747e6
6fd953151d981979,JJ,Aldrich,,http://ufcstats.com/fighter-details/6fd953151d981979
103e2e33a60683e1,Irina,Alekseeva,Russian Ronda,http://ufcstats.com/fighter-details/103e2e33a60683e1
d35298b6df168456,Talita,Alencar,Problem Child,http://ufcstats.com/fighter-details/d35298b6df168456
fe5a9547479396ab,Jim,Alers,The Beast,http://ufcstats.com/fighter-details/fe5a9547479396ab
7a15f3694c5cbc02,John,Alessio,The Natural,http://ufcstats.com/fighter-details/7a15f3694c5cbc02
0541480fbf719d86,Houston,Alexander,The Assassin,http://ufcstats.com/fighter-details/0541480fbf719d86
8fd76e1b49c00ae2,Kenneth,Alexander,The Machine,http://ufcstats.com/fighter-details/8fd76e1b49c00ae2
11583163f45c7b31,Lucas,Alexander,The Lion,http://ufcstats.com/fighter-details/11583163f45c7b31
d53482bef23235ba,Marcio,Alexandre Junior,Lyoto,http://ufcstats.com/fighter-details/d53482bef23235ba
b757c73f443d4fca,Olaf,Alfonso,,http://ufcstats.com/fighter-details/b757c73f443d4fca
4b37a0bc2ab4cae1,Pablo,Alfonso,The Hurricane,http://ufcstats.com/fighter-details/4b37a0bc2ab4cae1
41b34b7f11f6d085,Levi,Alford,,http://ufcstats.com/fighter-details/41b34b7f11f6d085
9abc648e76c4493a,Bill,Algeo,Senor Perfecto,http://ufcstats.com/fighter-details/9abc648e76c4493a
669a3cb6e394f515,Royce,Alger,,http://ufcstats.com/fighter-details/669a3cb6e394f515
e17770faae3ca54c,Amir,Aliakbari,,http://ufcstats.com/fighter-details/e17770faae3ca54c
e70de1859b7ee78e,Sultan,Aliev,,http://ufcstats.com/fighter-details/e70de1859b7ee78e
ca28cdf526d6b6e9,Nurullo,Aliev,Tajik Eagle,http://ufcstats.com/fighter-details/ca28cdf526d6b6e9
b07aed698fba8624,Ikram,Aliskerov,,http://ufcstats.com/fighter-details/b07aed698fba8624
6db394bf6c3b017c,Leon,Aliu,The Albanian Lion,http://ufcstats.com/fighter-details/6db394bf6c3b017c
6ebe96a116e79e52,John,Allan,,http://ufcstats.com/fighter-details/6ebe96a116e79e52
1e13936d708bcff7,George,Allen,,http://ufcstats.com/fighter-details/1e13936d708bcff7
040a74bb0a465c54,Arnold,Allen,Almighty,http://ufcstats.com/fighter-details/040a74bb0a465c54
2f181c0467965b98,Brendan,Allen,All In,http://ufcstats.com/fighter-details/2f181c0467965b98
adf9a901308fb8e3,Daniel,Allen,,http://ufcstats.com/fighter-details/adf9a901308fb8e3
c4fe2e9a06ea5bcb,Ben,Alloway,Blanco,http://ufcstats.com/fighter-details/c4fe2e9a06ea5bcb
8d3273573b85be09,Asu,Almabayev,Zulfikar,http://ufcstats.com/fighter-details/8d3273573b85be09
a4dc0f2b95df4cc1,Bekzat,Almakhan,The Turan Warrior,http://ufcstats.com/fighter-details/a4dc0f2b95df4cc1
088aa1b19b2dc14a,John Dave,Almanza,The Striker,http://ufcstats.com/fighter-details/088aa1b19b2dc14a
91186547a7f3f758,Ricardo,Almeida,Big Dog,http://ufcstats.com/fighter-details/91186547a7f3f758
d615d6a10a4704cd,Magno,Almeida,,http://ufcstats.com/fighter-details/d615d6a10a4704cd
2b074403b7c6cdb4,Thomas,Almeida,Thominhas,http://ufcstats.com/fighter-details/2b074403b7c6cdb4
67a992d4cff22466,Ericka,Almeida,,http://ufcstats.com/fighter-details/67a992d4cff22466
f16ddfa31236efed,Estefani,Almeida,,http://ufcstats.com/fighter-details/f16ddfa31236efed
41e83a89929d1327,Jailton,Almeida,Malhadinho,http://ufcstats.com/fighter-details/41e83a89929d1327
710f0f8c5d5c9d41,Lucas,Almeida,,http://ufcstats.com/fighter-details/710f0f8c5d5c9d41
64d47ef881a437a4,Cesar,Almeida,Cesinha,http://ufcstats.com/fighter-details/64d47ef881a437a4
c6bf75775b278ed8,Mauricio,Alonso,,http://ufcstats.com/fighter-details/c6bf75775b278ed8
49b130de1da2e1bf,Sarah,Alpar,Too Sweet,http://ufcstats.com/fighter-details/49b130de1da2e1bf
e87a13e02c01331d,Ali,AlQaisi,The Royal Fighter,http://ufcstats.com/fighter-details/e87a13e02c01331d
c61b49cec6abd6b9,Rico,Altamirano,,http://ufcstats.com/fighter-details/c61b49cec6abd6b9
dc7927cd622676a7,Victor,Altamirano,El Magnifico,http://ufcstats.com/fighter-details/dc7927cd622676a7
c11036da9162cb5f,Mike,Altman,,http://ufcstats.com/fighter-details/c11036da9162cb5f
430c533614d45813,Patricia,Alujas,The Angel,http://ufcstats.com/fighter-details/430c533614d45813
e741536153227386,Sean,Alvarez,,http://ufcstats.com/fighter-details/e741536153227386
33a331684283900f,Eddie,Alvarez,,http://ufcstats.com/fighter-details/33a331684283900f
4438482bd1d5a029,Jaime,Alvarez,,http://ufcstats.com/fighter-details/4438482bd1d5a029
58bbef3770bb2dfc,Joel,Alvarez,El Fenomeno,http://ufcstats.com/fighter-details/58bbef3770bb2dfc
31ee470ef5dc8d7f,Thiago,Alves,Pitbull,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f
bd92cf5da5413d2a,Anthony,Alves,,http://ufcstats.com/fighter-details/bd92cf5da5413d2a
dc5a6b2fdb27e7dc,Amilcar,Alves,,http://ufcstats.com/fighter-details/dc5a6b2fdb27e7dc
d317a5e2b3f88c5f,Warlley,Alves,,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f
029afd138865d20a,Rafael,Alves,The Turn,http://ufcstats.com/fighter-details/029afd138865d20a
d156513a19acf856,Sam,Alvey,Smile'N,http://ufcstats.com/fighter-details/d156513a19acf856
f4abf9aeda861283,Christopher,Alvidrez,,http://ufcstats.com/fighter-details/f4abf9aeda861283
86c1441676af2c73,Mahamed,Aly,,http://ufcstats.com/fighter-details/86c1441676af2c73
20821819c401ced8,Andre,Amado,Dida,http://ufcstats.com/fighter-details/20821819c401ced8
1e327b281ef6a745,Adlan,Amagov,Borz,http://ufcstats.com/fighter-details/1e327b281ef6a745
247fbbfafea60bb1,Maiara,Amanajas dos Santos,,http://ufcstats.com/fighter-details/247fbbfafea60bb1
ee0b69e307c857e5,Chris,Amarante,,http://ufcstats.com/fighter-details/ee0b69e307c857e5
c912f676692c353a,Jimmy,Ambriz,The Titan,http://ufcstats.com/fighter-details/c912f676692c353a
d562b12b8fe88336,JJ,Ambrose,,http://ufcstats.com/fighter-details/d562b12b8fe88336
70fa1c64a2c439ef,Alen,Amedovski,,http://ufcstats.com/fighter-details/70fa1c64a2c439ef
41cc71cbf210e0fe,Hyder,Amil,The Hurricane,http://ufcstats.com/fighter-details/41cc71cbf210e0fe
6c40705cf6c0d7e2,Hamid,Amiri,The Storm,http://ufcstats.com/fighter-details/6c40705cf6c0d7e2
87a1dc546b1c5caf,Makwan,Amirkhani,Mr. Finland,http://ufcstats.com/fighter-details/87a1dc546b1c5caf
bc7d1ad49fcb2d08,Jaqueline,Amorim,,http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08
53adf5b845d91e4a,Bertrand,Amoussou,,http://ufcstats.com/fighter-details/53adf5b845d91e4a
23a8c33869bf5392,Karl,Amoussou,The Psycho,http://ufcstats.com/fighter-details/23a8c33869bf5392
cad24459b28592ca,Eryk,Anders,Ya Boi,http://ufcstats.com/fighter-details/cad24459b28592ca
8738eacd62e82a32,Matt,Andersen,,http://ufcstats.com/fighter-details/8738eacd62e82a32
9199e0735b83dd32,Andy,Anderson,The Hammer,http://ufcstats.com/fighter-details/9199e0735b83dd32
1ffc38f67785797b,Lowell,Anderson,,http://ufcstats.com/fighter-details/1ffc38f67785797b
5e4eec08896c9423,Corey,Anderson,Overtime,http://ufcstats.com/fighter-details/5e4eec08896c9423
19ba965651486013,Derek,Anderson,Barbaric,http://ufcstats.com/fighter-details/19ba965651486013
a0e75f4a13eb73f1,Megan,Anderson,,http://ufcstats.com/fighter-details/a0e75f4a13eb73f1
b03a0c78ca45facf,Liam,Anderson,,http://ufcstats.com/fighter-details/b03a0c78ca45facf
17615148dd4be6f6,Tatsuya,Ando,Kirinji,http://ufcstats.com/fighter-details/17615148dd4be6f6
1562b12763cc8d67,Alex,Andrade,El Toro,http://ufcstats.com/fighter-details/1562b12763cc8d67
6a1901c62ab3870f,Jessica,Andrade,Bate Estaca,http://ufcstats.com/fighter-details/6a1901c62ab3870f
d221ee27afc7a60e,Viscardi,Andrade,,http://ufcstats.com/fighter-details/d221ee27afc7a60e
9bad58fa651d6196,Jermaine,Andre,,http://ufcstats.com/fighter-details/9bad58fa651d6196
7977fb0fd9c5955d,Fellipe,Andrew,,http://ufcstats.com/fighter-details/7977fb0fd9c5955d
00debc804e2b1cd4,Dylan,Andrews,The Villain,http://ufcstats.com/fighter-details/00debc804e2b1cd4
46e2ca71fd5089cb,Reese,Andy,Riptide,http://ufcstats.com/fighter-details/46e2ca71fd5089cb
d6a3e131ad4ba064,,Angga,The Hitman,http://ufcstats.com/fighter-details/d6a3e131ad4ba064
e20ad078a7d63361,Julius,Anglickas,,http://ufcstats.com/fighter-details/e20ad078a7d63361
047a91d3d9c79b05,Collin,Anglin,,http://ufcstats.com/fighter-details/047a91d3d9c79b05
c7c39e2fb70248b3,Chad,Anheliger,The Monster,http://ufcstats.com/fighter-details/c7c39e2fb70248b3
e06fd1260ac865a7,Yoji,Anjo,Mr. 200%,http://ufcstats.com/fighter-details/e06fd1260ac865a7
d802174b0c0c1f4e,Magomed,Ankalaev,,http://ufcstats.com/fighter-details/d802174b0c0c1f4e
af997f7611673880,Gadzhimurad,Antigulov,,http://ufcstats.com/fighter-details/af997f7611673880
25b31165758402dd,Adam,Antolin,Captain Chaos,http://ufcstats.com/fighter-details/25b31165758402dd
dbd198f780286aca,Angelo,Antonio,,http://ufcstats.com/fighter-details/dbd198f780286aca
cc49ada1ea955b13,Vanilto,Antunes,,http://ufcstats.com/fighter-details/cc49ada1ea955b13
78d48d3874dacafd,Azunna,Anyanwu,Zulu,http://ufcstats.com/fighter-details/78d48d3874dacafd
4665f9f909cd7214,Shinsho,Anzai,Animal,http://ufcstats.com/fighter-details/4665f9f909cd7214
031da10a00c8ccd4,Jin,Aoi,,http://ufcstats.com/fighter-details/031da10a00c8ccd4
79ded75550efc139,Shinya,Aoki,Tobikan Judan,http://ufcstats.com/fighter-details/79ded75550efc139
7d420039bbfe7c1a,,Aoriqileng,The Mongolian Murderer,http://ufcstats.com/fighter-details/7d420039bbfe7c1a
0c1a04afca64e38f,Josh,Appelt,,http://ufcstats.com/fighter-details/0c1a04afca64e38f
1ccff7f0cfdf85eb,Erik,Apple,,http://ufcstats.com/fighter-details/1ccff7f0cfdf85eb
269d103c96a4c3a5,Kenji,Arai,,http://ufcstats.com/fighter-details/269d103c96a4c3a5
73ef22f25d0f70e2,Romie,Aram,,http://ufcstats.com/fighter-details/73ef22f25d0f70e2
71002dbc1743b9a7,Felipe,Arantes,Sertanejo,http://ufcstats.com/fighter-details/71002dbc1743b9a7
dbea8c1cb327ab3d,Igor,Araujo,,http://ufcstats.com/fighter-details/dbea8c1cb327ab3d
36541f1e6c5d4955,Viviane,Araujo,Vivi,http://ufcstats.com/fighter-details/36541f1e6c5d4955
1291edf2d566a71a,Julio,Arce,,http://ufcstats.com/fighter-details/1291edf2d566a71a
d25e39e74efb0a77,Art,Arciniega,King Arthur,http://ufcstats.com/fighter-details/d25e39e74efb0a77
87f8699fdcc2c404,Alice,Ardelean,,http://ufcstats.com/fighter-details/87f8699fdcc2c404
9c9455912d917e4e,Tristan,Arenal,,http://ufcstats.com/fighter-details/9c9455912d917e4e
db3c4a884d704efe,Gabriel,Arges,,http://ufcstats.com/fighter-details/db3c4a884d704efe
e4ba58725825412d,Dan,Argueta,The Determined,http://ufcstats.com/fighter-details/e4ba58725825412d
90063913321e7670,Reza,Arianto,The Crazy Lion,http://ufcstats.com/fighter-details/90063913321e7670
9a7ffa80766caa51,Hashem,Arkhagha,,http://ufcstats.com/fighter-details/9a7ffa80766caa51
3738e68d2261e60f,Andrei,Arlovski,The Pitbull,http://ufcstats.com/fighter-details/3738e68d2261e60f
1effd880e1f1bb30,Garrett,Armfield,,http://ufcstats.com/fighter-details/1effd880e1f1bb30
30ad2050273d016a,Joey,Armstrong,,http://ufcstats.com/fighter-details/30ad2050273d016a
bf0e700106d00e55,Austin,Arnett,,http://ufcstats.com/fighter-details/bf0e700106d00e55
05fbfe628658c538,Ricardo,Arona,The Brazilian Tiger,http://ufcstats.com/fighter-details/05fbfe628658c538
a90c200c3fbb22c4,Eli,Aronov,The Israeli Tank,http://ufcstats.com/fighter-details/a90c200c3fbb22c4
770b9d4813c25902,Chalid,Arrab,Die Faust,http://ufcstats.com/fighter-details/770b9d4813c25902
c136b2a8852da5bd,Akbarh,Arreola,El Caballero,http://ufcstats.com/fighter-details/c136b2a8852da5bd
de62052b2ede65ba,Matt,Arroyo,No Regard,http://ufcstats.com/fighter-details/de62052b2ede65ba
61fb8098ccf81c7f,Antonio,Arroyo,,http://ufcstats.com/fighter-details/61fb8098ccf81c7f
2dea80c069847321,Gilles,Arsene,,http://ufcstats.com/fighter-details/2dea80c069847321
91e3388e69060e69,Veta,Arteaga,,http://ufcstats.com/fighter-details/91e3388e69060e69
49f78022126bf4a4,Cesar,Arzamendia,Goku,http://ufcstats.com/fighter-details/49f78022126bf4a4
d33da8a3d82bdb62,Kai,Asakura,,http://ufcstats.com/fighter-details/d33da8a3d82bdb62
a373085066dbfb54,Teddy,Ash,Bear,http://ufcstats.com/fighter-details/a373085066dbfb54
d26a0988c9dc9886,Arman,Ashimov,Mustafa Ozturik,http://ufcstats.com/fighter-details/d26a0988c9dc9886
c739c2995a275314,Yanal,Ashmouz,Red Fox,http://ufcstats.com/fighter-details/c739c2995a275314
8be9deb7d6b36354,,Asjabharan,,http://ufcstats.com/fighter-details/8be9deb7d6b36354
2abc414136504554,Askar,Askar,AK-47,http://ufcstats.com/fighter-details/2abc414136504554
b1d19449397541dc,Askar,Askarov,Bullet,http://ufcstats.com/fighter-details/b1d19449397541dc
9be6020024133293,Cyril,Asker,Silverback,http://ufcstats.com/fighter-details/9be6020024133293
5c10da56d712ac9c,Khusein,Askhabov,Nohcho,http://ufcstats.com/fighter-details/5c10da56d712ac9c
06827d70c53ff0d9,Scott,Askham,,http://ufcstats.com/fighter-details/06827d70c53ff0d9
0b31f87be71ebbb1,Ben,Askren,Funky,http://ufcstats.com/fighter-details/0b31f87be71ebbb1
6e8f1bcdda94ff45,Ibo,Aslan,The Last Ottoman,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45
399afbabc02376b5,Tom,Aspinall,,http://ufcstats.com/fighter-details/399afbabc02376b5
ff222167cce02919,Bruno,Assis,Brunao,http://ufcstats.com/fighter-details/ff222167cce02919
d0d7160824278840,Junior,Assuncao,,http://ufcstats.com/fighter-details/d0d7160824278840
2f13e4020cea5b38,Raphael,Assuncao,,http://ufcstats.com/fighter-details/2f13e4020cea5b38
01c9e4013afce141,Michael,Aswell,The Texas Kid,http://ufcstats.com/fighter-details/01c9e4013afce141
fd7acf42bd6e7e95,Bazigit,Atajev,Volk,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95
210935fd21670f6d,Rich,Attonito,The Raging Bull,http://ufcstats.com/fighter-details/210935fd21670f6d
55ee431411ccf07a,Olivier,Aubin-Mercier,The Canadian Gangster,http://ufcstats.com/fighter-details/55ee431411ccf07a
196ed28337adc630,Pat,Audinwood,Awesomely Awesome,http://ufcstats.com/fighter-details/196ed28337adc630
4d3b08ab127c7585,Jose,Augusto,Gugu,http://ufcstats.com/fighter-details/4d3b08ab127c7585
04643fd03d9159cc,Marcus,Aurelio,Maximus,http://ufcstats.com/fighter-details/04643fd03d9159cc
956dcac65e7b34d6,David,Avellan,,http://ufcstats.com/fighter-details/956dcac65e7b34d6
8753e125f4499816,Blas,Avena,The Disciple,http://ufcstats.com/fighter-details/8753e125f4499816
ba5c6eeb8ef45f5c,Levi,Avera,,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c
033d19259f589457,Anthony,Avila,,http://ufcstats.com/fighter-details/033d19259f589457
4665cbf36b08193b,Chris,Avila,,http://ufcstats.com/fighter-details/4665cbf36b08193b
86d9dbe1bfcbade7,Julia,Avila,Raging Panda,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7
da603332ad41f165,Saad,Awad,Assassin,http://ufcstats.com/fighter-details/da603332ad41f165
26387c19f32dda0f,Javy,Ayala,Eye Candy,http://ufcstats.com/fighter-details/26387c19f32dda0f
6eaec40f724852f4,Jessin,Ayari,,http://ufcstats.com/fighter-details/6eaec40f724852f4
46d0a888d87d91ac,Abu,Azaitar,Captain Morocco,http://ufcstats.com/fighter-details/46d0a888d87d91ac
ee18ff42063174df,Ottman,Azaitar,Bulldozer,http://ufcstats.com/fighter-details/ee18ff42063174df
063649e21bc9d6d5,Luiz,Azeredo,,http://ufcstats.com/fighter-details/063649e21bc9d6d5
9bcfb40dbcd50568,Luciano,Azevedo,,http://ufcstats.com/fighter-details/9bcfb40dbcd50568
2af2f2e26c4c0402,Hunter,Azure,,http://ufcstats.com/fighter-details/2af2f2e26c4c0402
39cc64bf0a269db9,Niklas,Backstrom,,http://ufcstats.com/fighter-details/39cc64bf0a269db9
fd5b6598a3b70c0a,Seth,Baczynski,The Polish Pistola,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a
968764372c49eab6,Abdul Azeem,Badakhshi,The Afghan Lion,http://ufcstats.com/fighter-details/968764372c49eab6
c0ab242c40decc55,Ryan,Bader,Darth,http://ufcstats.com/fighter-details/c0ab242c40decc55
4fcf6e0c4e0e6664,Izabela,Badurek,,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664
82d4c957649faf9b,Miguel,Baeza,Caramel Thunder,http://ufcstats.com/fighter-details/82d4c957649faf9b
3dd92ff9fb0412b3,Ali,Bagautinov,Puncher,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3
e4d2564ea0e34e2b,Mehdi,Baghdad,The Sultan,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b
a52bc1e62cf0b7c6,Melsik,Baghdasaryan,The Gun,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
aec185309b4843d0,Siyar,Bahadurzada,The Great,http://ufcstats.com/fighter-details/aec185309b4843d0
e4a47b07044ddd72,Ignacio,Bahamondes,La Jaula,http://ufcstats.com/fighter-details/e4a47b07044ddd72
8f313e9c3a39c06e,Bahatebole,Batebolati,Lion King,http://ufcstats.com/fighter-details/8f313e9c3a39c06e
e2b8186b618b00c4,Shamar,Bailey,,http://ufcstats.com/fighter-details/e2b8186b618b00c4
34dbcd4dbaf21a36,Jordan,Bailey,,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36
7d5b12de1625984e,Scott,Baker,,http://ufcstats.com/fighter-details/7d5b12de1625984e
898337ef520fe4d3,Bryan,Baker,The Beast,http://ufcstats.com/fighter-details/898337ef520fe4d3
371efa53bd0cf669,Jin,Bala,,http://ufcstats.com/fighter-details/371efa53bd0cf669
e626e92a8f2a9737,,Balajin,The Snow Leopard,http://ufcstats.com/fighter-details/e626e92a8f2a9737
04b39f4e8eb59d7c,Oluwale,Bamgbose,Holy War Angel,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c
4c4b44e3cf5815b3,Stephen,Banaszak,,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3
5c2ce761399dc9c5,Marcin,Bandel,Bomba,http://ufcstats.com/fighter-details/5c2ce761399dc9c5
2c2caf2f2bab9df5,Humberto,Bandenay,,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
9a2d3567abc02e34,Tae Hyun,Bang,Supernatural,http://ufcstats.com/fighter-details/9a2d3567abc02e34
c50ea21fe9ef478d,Yohan,Banks,,http://ufcstats.com/fighter-details/c50ea21fe9ef478d
9c442aaf149ea982,Shauna,Bannon,Mama B,http://ufcstats.com/fighter-details/9c442aaf149ea982
9ddfb3369a3b0394,Antonio,Banuelos,,http://ufcstats.com/fighter-details/9ddfb3369a3b0394
1c23ec2f1b71be40,Iwo,Baraniewski,,http://ufcstats.com/fighter-details/1c23ec2f1b71be40
2c99576fefe53c7c,Renan,Barao,The Baron,http://ufcstats.com/fighter-details/2c99576fefe53c7c
06dced58ca24a6bd,Junior,Barata,,http://ufcstats.com/fighter-details/06dced58ca24a6bd
6a740daf1b279661,Maycee,Barber,The Future,http://ufcstats.com/fighter-details/6a740daf1b279661
a331233f597090a5,Bryan,Barberena,Bam Bam,http://ufcstats.com/fighter-details/a331233f597090a5
d4baaa0630bf5798,Dani,Barbir,,http://ufcstats.com/fighter-details/d4baaa0630bf5798
27b388f0aab49780,Dione,Barbosa,The Witch,http://ufcstats.com/fighter-details/27b388f0aab49780
c85bad793cd14e28,Marcio,Barbosa,Ticoto,http://ufcstats.com/fighter-details/c85bad793cd14e28
64a50dad704d1d49,Edson,Barboza,Junior,http://ufcstats.com/fighter-details/64a50dad704d1d49
b9f28e7045fdfce7,Raoni,Barcelos,,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
